,gallery,title,content,date,keyword,searchMode,disaster
262,자동차,전기차 화재는 내연차 화재와 비슷하니 걱정하지 않아도 됩니다.,"역시나 청라 지하주차장 전기차 화재는 스프링클러 미작동이 문제였던 걸로 밝혀졌네요 전기차 화재는 내연차 화재와 비슷하니 너무 큰 걱정도, 두려워할 필요도 없습니다. 스프링클러 20분 분사는 화재진화용이...",2024-08-05 23:56:00,화재,accuracy,
263,싱글벙글 세계촌,화재속보)경북도 경산시 평사리 화재발생,경상북도 경산시 진량읍 평사리(平沙) 120에서 화재가 발생하였습니다. 발생시간 : 금일 15:37 경 권고 : 연기흡입주의 / 접근자제 화재유형 : 공장시설 소방비상대응단계 : X 소방동원령 : X 비추는 CCTV...,2024-11-21 17:21:00,화재,accuracy,
265,시설관리,차량 87대 전소 인천 청라 벤츠 전기차 화재 ‘미궁 속으로’-시설만 네,"화재 당시 근무 직원 등이 초동 조치를 잘못해 화재 피해를 키운 것으로 보고 경찰은 아파트 관리사무소장, 총괄 소방안전관리자, 야간 당직자 2명 등 4명을 업무상과실치상 혐의로 불구속 입건했다. 야간 당직자...",2024-11-28 11:12:00,화재,accuracy,
267,더불어민주당,어제 화재난 부산 미군 55보급창.. 소파 협정으로 화재 원인 조사 못해,샌드위치 패널’이 키운 불… 미군 부대라 경찰·소방 조사는 어려워 [부산 미군 55보급창 화재] 지난 24일 부산 동구 범일동 주한미군 55보급창에서 일어난 화재 장면. 경찰청 도시교통정보센터(UTIC) CCTV 화면...,2024-10-25 12:35:00,화재,accuracy,
268,러시아-우크라이나,"美 오리건·워싱턴 투표함 화재…""계획적인 방화 가능성""","오리건주 포틀랜드 2개 투표함 화재 투표용지 훼손 밴쿠버도 두 번째 화재 발생 ""범행 동기 아직 파악 못해…화재 의도적"" 선관위, 고유 식별번호로 재투표 추진 미국 오리건주와 워싱턴주에서 우편 투표함에서...",2024-10-29 08:04:00,화재,accuracy,
269,군사,아니 근데 나사맵 보니까 걍 다 화재표시 뜨는데,"이란 정유공장이랑 철강공장도 화재표시 뜨지만 사우디, UAE, 북해유전, 멕시코만 유전 다 화재표시 뜨는데? 우리나라 당진에 있는 현대제철에도 화재표시 보이던데 내가 뭘 잘못본건가",2024-10-26 11:34:00,화재,accuracy,
270,교통,버스화재정보)경부선 부산방향 영천JC 버스화재발생,*연기식별되어 차량화재로 분류함 경부고속도로 부산방향 영천분기점에서 차량화재가 발생했습니다. 발생시간 : 금일 20:34 경 통제차로 : 진출로2차로 및 갓길 권고 : 연기흡입주의 / 우회 / 해당구간 안전운전...,2024-11-03 20:40:00,화재,accuracy,
271,싱글벙글 지구촌,차량화재속보)중부선 남이방향 진천IC 차량화재발생,"중부고속도로 남이방향 진천나들목 부근에서 차량화재가 발생했습니다. 발생시간 : 금일 21:49 경 차단·통제차로 : 2차로 및 갓길 정체차로 : 1, 2차로(전체차로) 권고 : 연기흡입주의 / 우회 / 해당구간 안전...",2024-11-15 21:55:00,화재,accuracy,
272,미국 주식,테슬라 화재사고 <ㅡㅡ 이게 왜 화재가 아니라 호재인지 설명해줌,절대아님 반드시 테슬라 주식도 왕창 들고 있을게 분명함 근데 이런 대형주주가 테슬라 타다 진짜 타버렸다???? 이건 진짜 말 그대로 자사주주 소각과 동시에 자사주 소각도 되는거임 그래서 테슬라 화재 -> 호재 임,2024-12-03 22:04:00,화재,accuracy,
273,싱글벙글 세계촌,화재속보)강원도 평창군 방림리 화재발생,강원특별자치도 평창군 방림면 방림리에서 화재가 발생하였습니다. 발생시간 : 금일 18:12 경 권고 : 연기흡입주의 / 접근자제 화재유형 : 건축·구조물-기타(비닐하우스) 소방비상대응단계 : X 소방동원령 : X...,2024-11-17 18:28:00,화재,accuracy,
275,기타 국내 드라마,尹정부 '전기차 화재 예방' R&D 예산도 30% 깎았다,"지난 8월 청라 전기차 화재 사건으로 이차전지의 열폭주 위험에 대한 국민 우려가 커지고 있는 가운데, 윤석열 정부가 한국세라믹기술원(산업통상자원부 산하 공공기관)의 전기차 배터리 등 이차전지 화재 안전성...",2024-10-11 10:22:00,화재,accuracy,
276,Analyze 재팬,불과 이틀 사이에 연이어 일어난 주차中 현대차 화재.news,"https://www.newsfreezone.co.kr/news/articleView.html?idxno=595134 충남 서산서 주차된 승용차 화재...4,400만 원 피해 [충남=뉴스프리존]박상록 기자= 8일 오후 10시 20분쯤 충남 서산시 동문동의 한 아파트...",2024-11-09 20:10:00,화재,accuracy,
277,잇싸,인천 벤츠 전기차 화재 원인 끝내 ‘미궁’,"https://naver.me/5N1gb8j7 인천 벤츠 전기차 화재 원인 끝내 ‘미궁’ 배터리관리시스템 전소돼 못 밝혀 벤츠코리아·본사 형사 처벌 피해 경찰, 관리소 직원 등 4명 檢송치 지난 8월 인천에서 발생한 ‘청라...",2024-11-29 07:32:00,화재,accuracy,
278,자동차,인천 아파트 화재로 벤츠는 45억인가 줬다고 하는데 한 달 지나도 화재,"아파트 화재복구는 제대로 안된 듯. 그래서 그냥 검색해서 나온 거 보니까, 어떤 화재복구회사 글에서 피부 발진, 눈 충혈 관련 원인을 분석 잘했더라. 볼 사람만 보면 될듯. 이게 다 화재 분진 속 유독물질 때문...",2024-09-07 20:59:00,화재,accuracy,
279,보험,삼성화재 메리츠화재 실비보험 여기가 투탑?인정?,실비보험 하나 들건데 다이렉트로 삼성화재나 메리츠화재 둘중 하나 선택하면 문제없겟지? 여기가 젤 유명한거 맞지.. 맞자나?,2024-11-09 12:38:00,화재,accuracy,
280,미스터 트롯,오늘 탁 삼성화재 힐링페스타,"여기 https://healingfesta.co.kr/ 삼성화재 힐링페스타 다시 찾아온 선물 같은 하루, 삼성화재 힐링페스타! 2024년 함께해 주신 여러분께 진심으로 감사드리며,삼성화재 가족만을 위한 행사인 제3회 ' 힐링...",2024-11-15 10:25:00,화재,accuracy,
281,교통,ㄱㅇㅇ) 어제밤 분당 오리역 모델하우스 건물 화재,와 완전 대형화재네 ㄷㄷ 일요일날 저쪽 근처에서 볼일봤었는데 어후 야. 안그래도 폭설이였는데 대형 화재까지. https://youtube.com/v/k-kuNrDQwVw?si=R1BQNFOnYoOqogWY 분당 구미동 오리역 모델하우스 불 대형...,2024-11-28 09:30:00,화재,accuracy,
282,글로벌 정치,"""일사불란하게 대응""…화성 모텔 화재, 사망 '0'의 비결","https://n.news.naver.com/article/079/0003962941?sid=102 ""일사불란하게 대응""…화성 모텔 화재, 사망 '0'의 비결 최근 경기 안산시에 이어 화성시에서 난 숙박업소 화재에서도 사망자가 나오지 않는 등, 소방...",2024-11-26 15:16:00,화재,accuracy,
283,생산직,수원 영통구 공장 화재 났네,https://www.youtube.com/live/GY203sKth8Q?si=f8cNq--h9lVwytG5 [속보] 수원 전자제품 공장서 화재…대응 1단계 발령 진화중 / 연합뉴스TV (YonhapnewsTV) 경기도 수원시 영통구 내 한 전자제품 공장에서 대형...,2024-11-19 13:07:00,화재,accuracy,
285,싱글벙글 지구촌,화재정보)경기도 파주시 용미리 화재발생,경기도 파주시 광탄면 용미리 400-1에서 화재가 발생하였습니다. 발생시간 : 금일 10:49 경 권고 : 연기흡입주의 / 접근자제 화재유형 : 건축·구조물-공장시설 소방비상대응단계 : 최대 2단계 소방동원령 : X...,2024-11-18 15:52:00,화재,accuracy,
286,나스닥,"CALT- 푸제성 공장 화재, 11시 화재 발생 불구 진압되지 않은 상태","•CALT 푸제성 공장 화재, 11시 화재 발생 불구 진압되지 않은 상태로 보도 (재련사) >财联社9月29日电，财联社记者从知情人士处获悉，位于福建宁德市的宁德时代Z基地出现火情，目前火焰仍未完全扑灭，浓烟明显...",2024-09-29 16:15:00,화재,accuracy,
288,kt 위즈,[속보] 수원 장안구 대형 찜질방 옥상 화재 발생…다수 인명피해 예상,[속보] 북수원 홈플러스서 화재 발생 수원시 장안구의 북수원 홈플러스 화재가 발생했다. 5일 경찰 등에 따르면 이날 오후 4시44분께 수원시 장안구 조원동 북수원홈플러스에서 불이 났다. 현재 건물 위로 검은...,2024-12-05 17:11:00,화재,accuracy,
289,모노레일,속보:기흥역 화재 진압 완료...현재 정상 운행,https://v.daum.net/v/20241118093228248 수인분당선 기흥역 화재 진압 완료…현재 정상 운행 (용인=뉴스1) 김영운 기자 = 18일 오전 화재로 인해 한때 열차가 무정차 통과 중이던 경기 용인시 기흥구 수인분당선...,2024-11-18 09:36:00,화재,accuracy,
290,글로벌 정치,인천 숭의동 주상복합 건물 화재...43명 병원 이송,https://v.daum.net/v/20241111215832731 인천 숭의동 주상복합 건물 화재...43명 병원 이송 [앵커] 인천 미추홀구의 한 주상복합건물 지하에서 불이 나 소방 당국이 대응 1단계를 발령하고 진화 중입니다. 불이...,2024-11-11 20:31:00,화재,accuracy,
291,더불어민주당,[속보] 안산 '모텔 포함 상가' 화재...투숙객 등 45명 구조,news_media_pc&type=breakingnews [속보] 안산 '모텔 영업 상가' 화재...투숙객 등 45명 구조 안산에서 모텔이 운영 중인 상가 건물에서 불이 나 투숙객 등 45명이 구조됐다. 17일 소방당국에 따르면 이날 오전...,2024-11-17 06:35:00,화재,accuracy,
292,월드 오브 탱크,화재 닜을때 바로 수리해주면 불 더 빨리 꺼짐?,엔진이나 연료통이나 화재 나면 혹시 화재시간이 줄어들까 나자마자 바로 수리킷 쓰는데 화재 지속시간이 부품 수리하고말고 일단 불나면 차이 없는거임?,2024-11-01 00:40:00,화재,accuracy,
293,러시아-우크라이나,이번에 화재로 죽은 로스차일드는 우리랑 똑같은 삶이었노,https://www.radioseoul1650.com/archives/59122 할리웃 힐스 주택 화재로 저명한 은행가 로스 차일드 가문 일원 숨져 지난 수요일 오후 할리웃 힐스 로렐 캐년에 위치한 주택에 발생한 화재로 숨진 사망자는...,2024-12-01 07:27:00,화재,accuracy,
294,싱글벙글 세계촌,화재속보)인천시 서구 오류동 화재발생,"인천광역시 서구 오류동 1515에서 화재가 발생하였습니다. 발생시간 : 금일 21:53 경 권고 : 연기흡입주의 / 접근자제 화재유형 : 건물화재, 공장화재 인근 CCTV : '수도권제2순환고속도로 - 북청라대교...",2024-09-13 22:41:00,화재,accuracy,
296,교통,버스화재정보)남해선 부산방향 함안IC 버스화재발생,남해고속도로(순천~부산) 부산방향 함안나들목에서 차량화재가 발생했습니다. 발생시간 : 금일 19:33 경 통제차로 : 진출로1차로 및 갓길 권고 : 연기흡입주의 / 우회 / 해당구간 안전운전 화재유형 : 버스-단독...,2024-10-29 19:43:00,화재,accuracy,
297,골프,잘 친다 했더니 화재임팩이라는 사람이었네,화재임팩 난 말로만 들어봤고 따로 찾아보진 않았는데 릴스 보다가 잘 친다 했더니 그 사람이 화재임팩이네 근데 냅다 힘으로 치는 느낌이 강하던데 힘 빼고 치는 거 맞나???,2024-11-17 00:44:00,화재,accuracy,
298,버츄얼 하꼬,어렸을때 학교에서 화재경보기 장난으로 누르던 새끼 있었는데,채로 체육선생한테 개처럼 맞음 가끔 학교왔다가 땡땡이 치는 새끼였는데 걔가 장난으로 몇번 눌러서 화재경보기가 고장났던건지 단순 오작동인지 아무도 안눌렀는데 화재경보기 울렸음 근데 애들이 아무도 말안...,2024-11-25 01:33:00,화재,accuracy,
299,러시아와 세계,"우크라 리보프 지역, 리보프 자동차 공장에서 화재 발생",Lvov에서는 밤에 강력한 화재가 발생하여 Lvov 자동차 공장에서 화재가 발생했습니다. https://t.me/boris_rozhin/140916 공습으로 인한 화재인 듯 - dc official App,2024-10-16 20:24:00,화재,accuracy,
300,"정치, 사회",[속보] 포항 북구 아파트 화재로 6명 사상,https://n.news.naver.com/article/421/0007940046?cds=news_edit [속보] 포항 북구 아파트 화재로 6명 사상 2일 오전 11시30분쯤 경북 포항시 북구의 한 아파트에서 원인을 알 수 없는 불이 나 주민 6...,2024-12-02 13:02:00,화재,accuracy,
301,도시,대구 중구 노래방에서 화재...다친 사람 없어 / YTN,https://www.youtube.com/watch?v=bAdR6oT4k5U 대구 중구 노래방에서 화재...다친 사람 없어 / YTN 어제(17일) 저녁 7시 30분쯤 대구 삼덕동에 있는 상가 1층 노래방에서 불이 났습니다.이 불로 다친 사람은...,2024-11-19 09:26:00,화재,accuracy,
302,시설관리,"화재 사고 Vs 교통 사고 (사망,사고 확률)",화재사고 건수는 매년 3만 6천쯤 교통사고 건수는 매년 20~22만 화재사고로 사망자수는 매년 270~360명 교통사고로 사망자수는 매년 3000~4000명 교통사고가 날 확률이 화재가 날 확률 보다 적어도 7배 이상 높고...,2024-08-24 16:06:00,화재,accuracy,
303,노가다,화재감시자 교육 이거 뭐냐?,"건설 기초안전교육 4시간만 받으면 화재감시자 할 수 있는거 아니냐? 안전보건공단에 나온 건설현장 화재‧폭발 예방교육(현장관리자, 화재감시자) 지정된자는 이수해야된다는데 뭐가 맞는거냐?",2024-11-28 16:31:00,화재,accuracy,
304,음모론,과천 비닐하우스 화재 선관위 근처?,"는 내용의 신고를 받고 현장에 출동한 소방당국은 펌프차 등 장비 37대와 소방인력 100여명을 동원해 화재 발생 30여분 만에 큰 불을 껐다. 화재 발생지가 과천, 서울의 경계지여서 두 지역 관할 소방관들이 동시...",2024-12-08 08:42:00,화재,accuracy,
305,교통,ㄱㅇㅇ) 오리역 모델하우스 화재 현장,https://youtu.be/k-kuNrDQwVw?si=tOYzCbf9dMSWWorq 분당 구미동 오리역 모델하우스 불 대형화재 분당 구미동 오리역 모델하우스 불 대형화재 youtu.be 어제 밤에 갠적인 볼일이 있어서 오리역쪽에 갔었는데 현장...,2024-11-29 09:23:00,화재,accuracy,
306,시설관리,일하면서 화재 겪어본 사람 손(투표) 374만명이 화재경험?,"화재 난 사람은 났다, 안 났으면 안 났다 투표하면 됨(시설 1년 미만이면 투표 하지 말고) 20년간 748,409건이면 화재 겪은 사람 여기도 많을 것 같은데 몇명되냐? 내가 시설 일을 20~30년 한다면 화재로 내가...",2024-08-11 16:21:00,화재,accuracy,
307,글로벌 정치,"부천 화재와 달랐다...""창문 다 깨"" 안산서 52명 목숨 구한 31년차","https://v.daum.net/v/20241117174744252 부천 화재와 달랐다...""창문 다 깨"" 안산서 52명 목숨 구한 31년차 구조팀장 모두가 잠든 17일 새벽 모텔이 있던 안산의 한 상가 건물에서 화재가 발생, 대규모 인명...",2024-11-17 21:45:00,화재,accuracy,
308,부동산,"“하수구에 꽁초 버렸는데, 억울해”…‘담배 불티’ 화재 30대 男 항소","하수구에 꽁초 버렸는데, 억울해”…‘담배 불티’ 화재 30대 男 항소 A씨 ""화재 인과관계 없어"" VS 1심 재판부 ""불씨, 가연성 물질에 점화 가능성"" ‘담배 불티’ 화재로 벌금형을 선고받은 30대 남성이 판결...",2024-11-23 17:52:00,화재,accuracy,
